america loves convenience after all were the culture that invented the cell phone the hour atm and my most beloved the remote control yet perhaps this time with ghosts of mars we have taken our love of convenience to far ghosts of mars stars natasha henstridge as a tough as nails pill poppin martian cop sent with her squadron to retrieve demolition williams ice cube from a remote mining town for trial back home when she and her comrades appropriately dubbed the commander the rookies and the guy with the cool accent discover the towns residents slaughtered they are forced to team up with williams to escape from the remaining residents head chopping alien possessed clutches filled with a lovely overuse of storytelling flashbacks flashes sideways and viewpoint changes ghosts of mars is a hapless mishmash of poorly constructed dialogue and ill conceived action sequences the only thing keeping this film from becoming an incomprehensible mess is the sheer idiotic simplicity of its story ripped straight from the pages of a s zombie movie ghosts leaps from one convenient moment to the next stopping only to kill the characters which are most convenient to lose attempts at character interaction and development are rare and forced most of these moments come off as kwik e mart wisdom dispensed heartily around the slushee machine of life by the even tempered streetwise hand of ice cube with a gun in one hand and a dynamite cap in the other cube reminisces about his street life comparing the zombie stomping fun to me and my brother when we was kids apparently crime in the bronx has gotten so bad that the residents have actually taken to ritually decapitating one another for entertainment but even in the films darkest moments fate conveniently lends a hand supplying heavily armored transportation and easily accessible rifles and dynamite yes in the future man may travel to space and conquer mars but nothing beats a good stick of tnt and as we all know every police station past present or future keeps a healthy supply on hand characters die heads are lopped off but they were only supporting roles anyway so why should we care as long as you have plenty of narcotics immunity is guaranteed eventually though even the most well trained zombie alien gets a bit uppity and needs to be taught a lesson what better way than by sacrificing a few minor characters to a convenient nuclear detonation killing anything the machine guns cant handle explosions are fun and even if the nukes dont get them the conveniently placed dynamite packs on the train stolen from the set of the road warrior certainly will in the end this film defines itself when our cops tribunal pronounces is that all you have to tell us for indeed john carpenter has run out of things to say and has instead decided to use whatever is convenient to tell a ridiculously bad story, 0
first rule of fight club is dont talk about fight club this quote deals directly with my opinion of this film because quite frankly its not even worth mentioning director david fincher seven has completely gone over the edge with crude humor an intolerable script and hours and minutes of pure torture im surprised i didnt walk out this just goes to show that hype kills its very rare that a film so hyped up as fight club turns out to be noteworthy and this is no exception the story goes like this edward norton is an insomniac trying to enlighten his dull life by going to a variety of disease therapy sessions until he meets marla helena bonham carter norton claims that she is wrecking his pleasurable lifestyle when he spots her at a session that he also attended apparently the disease sessions help them see what life is like literally living in pain why any person would think of such a thing is beyond me but things do get worse norton is soon assigned to a job that calls for traveling and its on a plane that he meets tyler durden brad pitt the two men develop a bond and go out to a bar and by golly after they get drunk the two pitiful characters fight how do they come up with this stuff anyway their fighting catches other pathetic losers attention and a club is formed out of all this mess there manages to lie a message fincher shows us that society is like robots we work in our jobs doing things step by step and want out our insanity gets to our brain and makes things worse than they really are and we blame it on others call me crazy but this is common knowledge i think fincher was acting as if the film is moodier and more poignant than it really is which is probably one of the reasons it fails miserably even with two good actors and a solid actress they only manage to weaken the story i couldnt help but hide my face in shame when norton beats himself up into a bloody pulp it just shows how desperate the script is for attention i guess brad pitt was right for this role because i felt like beating him up myself his bothersome and depressing character made me disgusted at his million fee it only showed me that he was in it for the money and nothing more helena bonham carter however really had no purpose she just popped up on screen mumbled some lines smoked and left this continues for what seems like hours the film drags on and my headache gets bigger while fight club nears what i think might be the end unfortunately by then the film hits rock bottom though the conclusion kept my interest for a mere minutes it backs down again and continues to move at a snails pace on a side note the trailer shows the only redeeming elements of the film that coincidentally lasts the same amount of time that they did on the trailer fincher will hopefully regret making this film or at least learn a lesson concentrating on the atmosphere or a particular key moment wont do any good if everything else is in need of support also im afraid that immature men might respond to the films violence the last thing the world needs is people praising a leader of a pointless cult when the film ends im just glad to get home and take some advil youll either enjoy what the film has to offer or agree with ed norton when he says this is so f ing stupid, 0
all through its production and into the early days of its initial aborted pre release publicity hard rain bore the appropriate moniker of the flood ultimately however paramount pictures nervous that this movie would be confused with s other underperforming disaster films dantes peak volcano changed the title and shifted the release date by nearly a year but to paraphrase the bard swill by any other name would smell as rank no number of name changes can help this picture its not just about a disaster it is a disaster hard rain is the case of a movie that gets progressively worse with every passing minute the best shot occurs during the opening credits as the camera pans over the streets and byways of huntingburg indiana as the water level slowly rises the community protected by an overworked dam is being evacuated as the rain continues to pour relentlessly from the cloud choked skies from that moment on its all downhill whatever initial entertainment value the film possesses has long since drained away by the halfway point it takes forever to get to the end credits this is one of the longest seeming minute motion pictures i have recently endured basically hard rain is one extended dull chase sequence punctuated by occasional shoot outs theres a lot of water broken glass gunfire and explosions its all very routine and uninteresting because there arent any real characters and the plot only occasionally makes sense the films conclusion is so preposterous that its almost worth watching for the sheer masochistic enjoyment of seeing the monumentally idiotic way that the film makers decide to resolve the myriad subplots that are floating around action films are supposed to become progressively more invigorating as they rush towards a conclusion graham yost the writer of both speed and hard rain surely understands that principle unfortunately neither he nor cinematographer turned director mikael salomon a far off place applies it the action in hard rain grows tedious through repetition we see the same kinds of things speedboat chases flood damage shoot outs etc over and over again the movie constantly recycles about twenty minutes worth of material to pad the running time out to an acceptable movie length the storyline gives us a number of paper thin characters in contrived circumstances theres tom christian slater the one dimensional action hero who works as a security guard driving an armored car full of cash he and his partner charlie edward asner tvs lou grant get stuck on a street thats rapidly turning into a river a group of men led by jimmy morgan freeman arrive on the scene not as rescuers but as robbers after charlie is killed in a shoot out tom hides the money then runs as he swims and boats his way through huntingburgs roads he encounters some of the locals karen minnie driver a would be love interest a bickering old couple richard dysart and betty white who are on hand to provide comic relief and the easily corrupted sheriff randy quaid whose seeming helpfulness hides sinister ulterior motives there isnt any real acting in this film christian slater utters a few lame one liners and does a lot of mugging for the camera tom is easily one of the most lifeless characters the actor has brought to the screen randy quaid sneers a lot and is totally unconvincing morgan freeman and minnie driver both attempt to give legitimate performances but they are defeated by the script freeman one of the best cinematic thespians working today looks suitably embarrassed to be here but i suppose everyone needs a good paycheck from time to time following in the wake of twister this is yet another natural disaster movie that doesnt trust natures fury as the chief engine of conflict as a result we are saddled with an idiotic good guysbad guys story that effectively ruins any potential that the flood tale could have had titanic proved that there can be a wealth of drama in a movie where everything goes under water hard rain successfully demonstrates that the opposite is equally possible thus far this year hollywood has already subjected us to its unique brand of moronic mayhem by fire firestorm and water hard rain fortunately there are only two elements left, 0
much ado about nothing ah how sweet the irony its accepted wisdom in some circles among english literature nuts mainly that whenever a critic knocks shakespeare they are only doing so through ignorance he just doesnt understand shakespeare you will hear them say the bards work is apparently beyond criticism what a load of old cobblers if these arbiters of public taste think kenneth branaughs film of shakespeares comedy much ado about nothing is comedy in any modern sense of the word its time to get a life get monty python get woody allen get john waters whatever just get a real taste of some clever witty risky comedy and banish this nonsense to where it belongs drama and tragedy was shakespeares strength to my sensibilities and im no stick in the mud much ado about nothing resonates with no spark whatsoever no kidding this film ranks among the most embarrassing two hours i have ever spent in a cinema in my years of movie going the only thing that stopped me walking out was loyalty to my lady friend as this was our day out and i hadnt seen her in ages but boy does she owe me one i wont spend too much time on the plot basically we follow the trials and tribulations of two would be couples one young the other older theres some dark treachery amongst all this but everyone is so awfully jolly that youd hardly know it mind you theres nothing wrong with the basic story good romantic comedies based on similar premises abound nothing wrong with most of the cast either branaugh emma thompson and denzel washington are all talented performers the problem is the script or more accurately shakespeares original text light comedy shouldnt be complex yet wrapped in elizabethan english the dialogue becomes difficult to comprehend for this alone it will be a problem for modern audiences unschooled in shakespeare and in search of nothing more than a good undemanding laugh the only laughs to escape my belly were brought on by the gloriously inept performance of keanu reeves the actor once again miscast as a jealous half brother or something but when dissected and understood what it all boils down to is that this stuff is just so goddamn lame this is comedy so clean and nice and corny and so devoid of danger that it leaves this viewer totally cold ho ho ho boy likes girl ho ho ho men are such klutzes ho ho ho shes so awfully clumsy oh please theres wit in here somewhere im told i call it pretentious something lightweight striving to be something sophisticated through clever wordplay in the end its cringeworthy watching some of the cinema patrons around me collapse with laughter made much ado about nothing a very weird movie going experience comedy bah humbug, 0
before the remake of psycho appears weve got to suffer through this remake of an earlier hitchcock film dial m for murder as usual hollywood has filled it with glitz and big name stars and it all amounts to a loud sounding nothing the film opens with emily paltrow and david viggo mortensen having fun in an loft apartment the problem is paltrow is married to stephen douglas who is not too happy when he discovers this affair if i was paltrow though id definitely go with mortensen less wrinkles anyhow stephen approaches david with an interesting proposition hell pay him to kill his lovely wife mortensen agrees but the murder goes awry and the twists keep on coming as the film progresses unfortunately the film dosent progress very fast in fact it moves like a tortoise with arthritis read very very s l o w the plot moves nowhere fast and only becomes exciting in very short bursts not too good for a thriller also the performances apart from douglas are below par paltrow showing immense talent in se en and sliding doors is strangely stilted even unconvincing in this movie mortensen is a little bit better coming across as a younger douglas but his role isnt meaty enough to show all his talent which leaves douglas to waltz away with the film which is does however i doubt douglas finds it very hard to play a stogie smoking drinking womanizer with a creepy underside also popping up in the film is david suchet playing a shifty looking detective again its not a character were seeing on the screen its david suchet the director who bought us the fugitive piles on all the flash techniques such as zoom ins quick cuts etc the lighting is also interesting however looks cant save this film from the depths of mediocre and the film seemed to work better in a single set anyway the screenplay is o k but theres some hackneyed sub plot about douglas being a ruthless player on wall street again and the ending is surprisingly stupid and cliched the characters also make incredibly dumb moves especially paltrow and stephen appears to lose all intelligence in the last reel with a combination of no tension drama or decent characters a perfect murder is a failure all round and an incredible disappointment there are a few bright moments but they are far and few between the last thing a thriller should be is boring and although the film just barely manages to keep your interest thanks to michael douglas you wouldnt be missing anything if you decided not to watch a perfect murder overall rating review by david wilcock you know for kids norville barnes, 0
gord brody tom green is an aspiring animator approaching thirty who still lives in parents jim rip torn and julies julie hagerty airplane basement as dad declares all out war gord secures a job in a cheese sandwich factory in far off la and sets off to make his dreams come true gord doesnt make much of a go on his first attempt and lands back home with fawning mom and outraged dad in freddy got fingered tom green cowrites with tom green show scribe derek harvie directs and stars in what is essentially tom greens primal scream so if tom green screams in an empty theater does he make a sound its clear that freddy got fingered is at least partially autobiographical and green sure has one hell of a complex about his dad mom gets off easier when sonny boy advises her to go out and have sex with basketball players and greeks while this may be of interest to his hard core fans theres little about greens mania on display here to recommend this movie to anyone else the film starts promisingly enough with a well executed skateboarding scene through a shopping mall set to the sex pistols problem greens put together a first rate soundtrack and yes i laughed a few times greens flummoxing of a security guard with psychotic ramblings and his attempt to draw make music and eat at the same time the daddy would you like some sausages scene repeatedly shown in the films trailer are inspired comedy but whats funny about a paraplegic girlfriend who gets turned on by having her legs caned or a skateboarding injury that results in an exposed kneecap a baby delivery bit shows some groan inducing promise until enough blood is splattered to coagulate the laughs younger by three years brother freddys internment at the institute for sexually abused children does nothing but confirm ones worst fears regarding the films title and greens infamous handling of a real horse while not nearly as shocking as it would seem doesnt make sense by the time he repeats the gag with an elephant at films end the overall effect is numbness while freddy got fingered has the admirable end result of depicting the harm in demeaning a childs self esteem its essentially a whole lot of tom green running around being noisy rip torn what were you thinking, 0
john carpenter makes b movies always has halloween escape from new york the thing and by the looks of it they live escape from l a vampires always will carpenters latest horror opus with a science fiction bent or science fiction outing with a schlock horror bent is the aptly titled john carpenters ghosts of mars in case i suppose you went looking for someone elses ghosts of mars like all those films prefixed by the very possessive john carpenters ghosts of mars is an unashamed b movie punctuated by a b movie plot b movie actors and b movie special effects in category one above we have a storyline that borders on idiotic and at times chaotic dormant martians i e swirling red gases awakened by meddling humans possess the souls of hapless mining colonists rendering them testy marilyn manson lookalikes all this explained in flashback to some grand pooh bah counsel by martian police official melanie ballard natasha henstridge from the sub species films the only returnee on a silly looking train officer ballard went in to bring back incarcerated felon james desolation williams what she found was not a pretty picture in the second category we have ms henstridge her blonde hair pulled back tightly and awkwardly into a ponytail ice cube as the appropriately named desolation pam grier briefly oddly who wanted to work with whom i wonder and a host of extras all assuming that the story and special effects were going to carry this film and therefore they didnt need to try too hard in category number three we have in addition to those swirling red gases and the silly looking train a couple of birds eye view shots of a sprawling martian metropolis reddish also state of the art special effects have never been a carpenter trademark and once again the writerdirector who seems to have no problem finding work however doesnt waste any of the films budget in that department ghosts of mars is lock laughing stock and barrel all your standard carpenter fare dingy interiors cluttered exteriors inane dialogue lots of leather scarred crazed looking aliens and lots and lots of weaponry the film often and always explodes into warfare without warning spontaneously stupidly carpenter might like to think hes made a western here but its a western without any real heroes villains or border conflicts its just the shootouts minus a hissing snake plissken i never thought id miss the guy but i do its not all the same however dubbed the one note wonder for his minimalist music soundtracks carpenter seems to have graduated from simplistic yet effective scoring by highlighting his action with loud screeching guitar work fortunately this drowns out a lot of the dialogue the final exchange between henstridge and er cube though is both audible and priceless mars has proven an infertile breeding ground for hollywood in the last year or so what with the stillborn mission to mars and red planet with val kilmer ghosts of mars sadly adds to those disappointing returns in its opening weekend it was overshadowed by a bunch of sequels among them american pie and rush hour the irony is that the mars in carpenters film feels sadly absent there are occasional references to the red planet of course but the film might as well have been set in perth amboys than on earths closest neighbor two things keep john carpenters ghosts of mars from getting a huge slap upside the head henstridge keeps her top on miraculously and the film doesnt pretend to be anything its not what that means however is that fans of superior intelligent grade a sci fihorror are singularly out of luck, 0
talk about a movie that seemed dated before it even hit the theaters spice world is the feature film debut of the pre fabricated pop band the spice girls its intended as a sort of hard days night but ends up simply hard to watch when watching the spice girls im reminded of an old saturday morning cartoon trick such as from the smurfs the snorks or teenage mutant ninja turtles in which identically animated creatures are differentiated into characters merely by one personality quirk and a different name the spice girls are themselves as interchangable as pringles and about as talented theres ginger geri halliwell the brainy one sporty melanie chisholm the athletic one baby emma bunton the childish one posh victoria adams the fashion conscious one and scary melanie brown the one with a tongue pierced back so far youre almost certain the post sticks out her throat the film itself doesnt really have a plot it follows the girls as they travel here and there culminating at their first live performance at albert hall the action however seems more like a hodgepodge of mismatched ideas the various misfires include an alien encounter a fiendish tabloid editor scheming to wreck the spice girls the shooting of a spice girls documentary a movie producer george wendt trying to pitch various ideas for a spice girls movie nearly all of which though incredibly far fetched seem more plausible than the mess with which they ended up a meeting with a pregnant friend whose sole purpose seems to be to maintain the film maxim that all pregnant characters must give birth before the movie ends a boating adventure a bus race club hopping wherein apparently no one notices the famous spice girls among the crowd even when they start to sing and an assorted number of musical performances press conferences and general all around celebrity stuff whew for some reason the film is littered with star cameos from elton john to elvis costello from bob hoskins to meat loaf heck even roger moore shows up though he cant decide if hes parodying himself as james bond or if hes lobbying to be the reincarnation of ernst stavro blofeld richard e grant has the largest secondary part a thankless role of the bands manager clifford the celebrity spotting is partially amusing and a decent way to pass the time when confronted with the rest of the film neither amusing or spontaneous when the spice girls are between songs they are deadly boring their songs are alright but they play like lifeless adaptations of the music videos my advice to fans is stay home and watch that video collection or at least spin that cd a couple of more times either option will be more enjoyable than the film non fans should know to stay well away from this one, 0
call it a road trip for the walking wounded stellan skarsg rd plays such a convincingly zombified drunken loser that its difficult to spend nearly two hours of screen time in his smelly boozed out presence yet this ever reliable swedish actor adds depth and significance to the otherwise plodding and forgettable aberdeen a sentimental and painfully mundane european drama playwright august strindberg built his career on families and relationships paralyzed by secrets unable to express their longings until the hour is far too late thats an accurate reflection of what aberdeen strives for focusing on the pairing of an alcoholic father tomas skarsg rd and his alienated openly hostile yuppie daughter kaisa lena headey gossip they havent spoken in years and wouldnt even be making the long trip from norway to aberdeen scotland by automobile if it werent for kaisas mother charlotte rampling under the sand rotting away in a hospital bed from cancer in a soap opera twist mother has only a few days to live only in the movies right too blitzed to even step foot on a plane tomas hits the open road with kaisa loathing each other all the while they make periodic stops for tomas to puke on the dashboard or pass out whenever he isnt muttering what a rotten kid she turned out to be despite his sloshed viewpoint tomas recognizes that the apple hasnt fallen very far from the tree kaisa gets nosebleeds from snorting coke sabotages her personal relationships through indifference and is unable to restrain her quick and vindictive temper aint they a pair unable to find true notes of unspoken familial empathy in the one note and repetitively bitchy dialogue screenwriters kristin amundsen and hans petter moland fabricate a series of contrivances to propel events forward lost money roving street hooligans looking for drunks to kick around nosy cops and flat tires all figure into the schematic and convenient narrative by the time they reach the hospital its time to unveil the secrets from a dark past that are not only simplistic devices that trivialize the father daughter conflict theyre also the mainstays of many a bad strindberg wannabe this revelation exists purely for its own sake aberdeen doesnt know where else to go weak unimaginative casting thwarts the pivotal role of kaisa if lena headey were a stronger actress perhaps aberdeen could have been able to coast on the performances and moody haunting cinematography rendering norway into its own pastoral ghost world the reference to a certain superior american indie flick intentional headeys too busy acting using her face and furrowed brow to convey every last twitch of insouciance if she were paying any attention to skarsg rd maybe shed figure out that doing less can reveal so much more its worthwhile to compare aberdeen to an earlier film released in jonathan nossiters captivating signs wonders its not just because skarsg rd and rampling played disturbed parental figures in both films theyre not bound by ceremonial wedlock in aberdeen the differences in the way their characters were presented is significant in aberdeen rampling is a luminous diva preening and static in her hospital bed despite skarsg rds solid performance as tomas his pathetic drunk is never given much of a chance to emote anything besides catatonic sorrow theres genuine ferocity and sexually charged frisson during their understated confrontations in signs wonders allowing them to suggest a gray zone of complications that accompany torn romance and years of stifled curiosity nossiters film thoroughly explores this neurotic territory in addition to delving into the americanization of greece and the use of mysticism as an illusion to deflect pain if signs wonders sometimes feels overloaded with ideas at least its willing to stretch beyond what weve come to expect from traditional drama aberdeen is never half so ambitious content to sleepwalk through the rhythms and timing of other movies when did character driven stories stop paying attention to the complexities of real life the depressing answer can be found in lawrence kasdans trite but occasionally useful grand canyon where steve martins hollywood mogul pronounces all of lifes riddles are answered in the movies even foreign films are taking that advice to heart, 0
a movie like mortal kombat annihilation works and must be reviewed on multiple levels first theres the rampant usage of randian subtext that pervades the entire movie but occasionaly almost as if making an ironic self depreciating remark the movie tosses in clearly marxist imagery no no just kidding had you going there for a moment didnt i in all seriousness however and to be fair to the movie it is necessary to provide two viewpoints that of a movie watcher unfamiliar or only marginally familiar with the whole mortal kombat phenomenon and that of a fan of the first movie andor a fan of the games the first movie mortal kombat concerned itself with a martial arts tournament that would decide the fate of earth and its billion inhabitants the mortals won and in theory this should have prevented the emperor shao khan from taking over the earth unfortunately shao khan was a poor loser and the very final scene in mortal kombat showed him arriving anyway ready to take over the planet as our heroes assumed a fighting stance the first movie was extraordinarily entertaining for those like myself who are fans of the game id even go so far as to say that many folks who didnt know about the game probably enjoyed the movie the writers and directors knew the limitations of both their cast and of the basic story itself and they didnt try to overachieve there were a lot of really cool fight scenes with really cool accompanying music intersperesed with some distracting but ultimately non intrusive bits of fluff passing itself off as a plot and as we know the movie was a smashing success at the box office mortal kombat annihilation picks up precisely where that movie left off with some introductory exposition to clue in those who may not have seen the first movie shao khan has decided that hes going to take over the earth anyways and to hell with some silly rule about mortals winning the tournament thereafter follows approximately minutes of film that alternates between being confused being trite being silly and being just plain stupid one gets the general impression that the producers of the movie thought hey that last movie was such a success that we can get more money and make a real movie now too bad they didnt simply stick with the formula from the first movie i could write volumes about the things that are wrong with this picture but here are the high points the acting is truly bad sandra hess playing the sonya blade character is particularly execrable especially in scenes where she tries to convince us that she loved johnny cage a character from the first movie who gets greased at the beginning of this movie in one of the worst pieces of mis casting i think ive ever seen james remar plays raiden the god of thunder in the first movie christopher lambert played raiden and played his character as though he was in on the joke a french actor playing a japanese thunder god being revered by chinese mystics i generally like it when actors are cast against type tim tiny lister jr being cast as the president of the u s in the fifth element for example and remar has always been one of my favorite utility actors but hes so totally wrong for this part that he doesnt even have the luxury of amused self awareness there are too many characters that are introduced as being potentially important but then never seen again there are a number of completely meaningless story sidetracks including a muddled scene where liu kang robin shou seeks out nightwolf litefoot has a mystical hallucination and then wanders off with jade irina pantaeva for these reasons and many others i can only give the movie a unless youre a huge fan of the games andor the first movie in that case the following critiques also apply sandra hess while being an even worse actress than bridgette wilson who played sonya blade in the first movie is much more convincing as a fighter wilson looked like she was simply mimicing some movements taught to her by the fight choreographer hess looks like she actually knows some martial arts and puts together a much more believable fight scene in the fights each of the characters does at least one thing they do in the game and often more sonya does her kiss of death jax does his earthquake liu kang does his animality and so on a big bonus for those of us who were looking for similar moves in the first movie and found them only rarely there arent as many fight scenes in this movie as there were in the first because the folks making the movie mistakenly try to hang a more robust plot in between silly silly folks and the lamest fight involved two of the women in what turns into a mud wrestling match lame and so obviously sexist even i politically incorrect for the most part noticed and remarked upon it the special effects are generally better except for the final fight scene between the emporer and liu kang in which both perform their animalities motaro and sheeva are both more convincing and lifelike than goro was in the first movie for folks like myself who loved the first movie and enjoy the games i give this a youll probably like it but not nearly as much as you liked the first one, 0
